datetime,holiday,workingday,temp,humidity,windspeed,season,weather,Calls
1/2/2014 17:00,0,0,13.94,57,9.998,1,1,4
1/2/2014 18:00,0,0,14.76,46,22.0028,1,2,4
1/2/2014 19:00,0,0,13.12,42,30.0026,1,1,2
1/2/2014 20:00,0,0,12.3,39,23.9994,1,1,15
1/2/2014 21:00,0,0,10.66,44,22.0028,1,1,3
1/2/2014 22:00,0,0,9.84,44,20,1,1,1
1/2/2014 23:00,0,0,9.02,47,7.0014,1,1,1
1/3/2014 00:00,0,1,9.02,44,23.9994,1,1,15
1/3/2014 01:00,0,1,8.2,44,27.9993,1,1,1
1/3/2014 04:00,0,1,6.56,47,26.0027,1,1,1
1/3/2014 05:00,0,1,6.56,47,19.0012,1,1,1
1/3/2014 06:00,0,1,5.74,50,26.0027,1,1,2
1/3/2014 07:00,0,1,5.74,50,9.998,1,1,4
1/3/2014 08:00,0,1,5.74,50,19.0012,1,1,10
1/3/2014 09:00,0,1,6.56,43,26.0027,1,1,6
1/3/2014 10:00,0,1,7.38,43,16.9979,1,1,3
1/3/2014 11:00,0,1,8.2,40,22.0028,1,1,4
1/3/2014 12:00,0,1,9.02,35,20,1,1,5
1/3/2014 13:00,0,1,9.84,35,19.0012,1,1,5
1/3/2014 14:00,0,1,10.66,30,19.0012,1,1,5
1/3/2014 15:00,0,1,10.66,30,16.9979,1,1,5
1/3/2014 16:00,0,1,10.66,30,16.9979,1,1,5
1/3/2014 17:00,0,1,9.84,30,13.0013,1,1,9
1/3/2014 18:00,0,1,9.84,32,4.0015,1,1,8
1/3/2014 19:00,0,1,8.2,47,0,1,1,3
1/3/2014 20:00,0,1,8.2,47,4.0015,1,1,3
1/3/2014 21:00,0,1,7.38,64,5.9981,1,1,3
1/3/2014 22:00,0,1,5.74,69,5.9981,1,1,1
1/3/2014 23:00,0,1,7.38,55,4.0015,1,1,1
1/4/2014 00:00,0,1,6.56,55,4.0015,1,1,1
1/4/2014 01:00,0,1,6.56,59,4.0015,1,1,1
1/4/2014 02:00,0,1,5.74,63,5.9981,1,1,1
1/4/2014 04:00,0,1,5.74,63,2.57,1,1,1
1/4/2014 05:00,0,1,4.92,68,4.0015,1,1,1
1/4/2014 06:00,0,1,4.92,74,4.0015,1,1,2
1/4/2014 07:00,0,1,4.92,74,5.9981,1,1,5
1/4/2014 08:00,0,1,5.74,69,7.0014,1,1,10
1/4/2014 09:00,0,1,6.56,64,13.0013,1,1,6
1/4/2014 10:00,0,1,6.56,69,22.0028,1,2,3
1/4/2014 11:00,0,1,9.02,51,20,1,1,4
1/4/2014 12:00,0,1,9.02,51,7.0014,1,1,5
1/4/2014 13:00,0,1,9.84,56,9.998,1,1,6
1/4/2014 14:00,0,1,10.66,52,13.0013,1,1,4
1/4/2014 15:00,0,1,11.48,52,16.9979,1,1,5
1/4/2014 16:00,0,1,12.3,49,16.9979,1,1,6
1/4/2014 17:00,0,1,11.48,48,13.0013,1,1,13
1/4/2014 18:00,0,1,10.66,48,9.998,1,1,11
1/4/2014 19:00,0,1,9.84,48,4.0015,1,1,6
1/4/2014 20:00,0,1,9.84,48,4.0015,1,1,3
1/4/2014 21:00,0,1,9.02,64,0,1,1,1
1/4/2014 22:00,0,1,9.02,64,2.57,1,1,2
1/4/2014 23:00,0,1,8.2,69,2.57,1,1,1
1/5/2014 00:00,0,1,8.2,64,0,1,1,1
1/5/2014 01:00,0,1,6.56,74,2.57,1,1,1
1/5/2014 02:00,0,1,6.56,74,2.57,1,1,1
1/5/2014 04:00,0,1,9.84,48,13.0013,1,1,1
1/5/2014 05:00,0,1,9.02,47,7.0014,1,1,1
1/5/2014 06:00,0,1,8.2,47,13.0013,1,1,3
1/5/2014 07:00,0,1,7.38,43,9.998,1,1,6
1/5/2014 08:00,0,1,8.2,40,20,1,1,12
1/5/2014 09:00,0,1,9.02,37,22.0028,1,1,8
1/5/2014 10:00,0,1,9.02,37,22.0028,1,1,4
1/5/2014 11:00,0,1,10.66,33,22.0028,1,1,3
1/5/2014 12:00,0,1,10.66,33,22.0028,1,1,5
1/5/2014 13:00,0,1,11.48,30,20,1,1,5
1/5/2014 14:00,0,1,12.3,28,9.998,1,1,4
1/5/2014 15:00,0,1,12.3,28,9.998,1,1,4
1/5/2014 16:00,0,1,12.3,28,2.57,1,1,4
1/5/2014 17:00,0,1,9.84,38,9.998,1,1,11
1/5/2014 18:00,0,1,9.84,38,5.9981,1,1,9
1/5/2014 19:00,0,1,9.84,38,4.0015,1,1,7
1/5/2014 20:00,0,1,9.02,47,7.0014,1,1,5
1/5/2014 21:00,0,1,8.2,51,9.998,1,1,3
1/5/2014 22:00,0,1,7.38,55,5.9981,1,1,3
1/5/2014 23:00,0,1,8.2,47,0,1,1,1
1/6/2014 00:00,0,1,7.38,55,0,1,1,1
1/6/2014 01:00,0,1,6.56,64,0,1,1,1
1/6/2014 02:00,0,1,6.56,64,0,1,1,1
1/6/2014 04:00,0,1,6.56,64,2.57,1,2,1
1/6/2014 05:00,0,1,5.74,69,2.57,1,2,1
1/6/2014 06:00,0,1,5.74,63,4.0015,1,2,2
1/6/2014 07:00,0,1,6.56,59,0,1,2,2
1/6/2014 08:00,0,1,6.56,59,0,1,1,5
1/6/2014 09:00,0,1,7.38,51,0,1,2,3
1/6/2014 10:00,0,1,8.2,47,0,1,1,1
1/6/2014 11:00,0,1,9.02,44,2.57,1,1,3
1/6/2014 12:00,0,1,10.66,35,0,1,1,2
1/6/2014 13:00,0,1,10.66,35,4.0015,1,1,4
1/6/2014 14:00,0,1,11.48,36,7.0014,1,1,4
1/6/2014 15:00,0,1,11.48,36,0,1,1,2
1/6/2014 16:00,0,1,10.66,38,7.0014,1,1,5
1/6/2014 17:00,0,1,9.02,51,7.0014,1,1,10
1/6/2014 18:00,0,1,9.02,51,5.9981,1,1,9
1/6/2014 19:00,0,1,9.02,55,2.57,1,1,5
1/6/2014 20:00,0,1,8.2,51,7.0014,1,1,4
1/6/2014 21:00,0,1,9.02,55,13.0013,1,2,3
1/6/2014 22:00,0,1,9.02,51,19.0012,1,2,4
1/6/2014 23:00,0,1,8.2,59,9.998,1,2,2
1/7/2014 00:00,0,1,8.2,64,9.998,1,2,2
1/7/2014 01:00,0,1,8.2,69,13.0013,1,2,1
1/7/2014 02:00,0,1,8.2,69,13.0013,1,2,1
1/7/2014 04:00,0,1,8.2,69,5.9981,1,2,1
1/7/2014 05:00,0,1,9.02,55,0,1,3,1
1/7/2014 06:00,0,1,8.2,69,0,1,2,1
1/7/2014 07:00,0,1,8.2,69,5.9981,1,1,5
1/7/2014 08:00,0,1,8.2,51,16.9979,1,1,13
1/7/2014 09:00,0,1,8.2,47,20,1,1,9
1/7/2014 10:00,0,1,9.02,37,22.0028,1,1,5
1/7/2014 11:00,0,1,8.2,40,13.0013,1,2,4
1/7/2014 12:00,0,1,8.2,37,16.9979,1,2,4
1/7/2014 13:00,0,1,8.2,37,19.0012,1,2,5
1/7/2014 14:00,0,1,8.2,40,16.9979,1,2,3
1/7/2014 15:00,0,1,8.2,37,7.0014,1,2,5
1/7/2014 16:00,0,1,8.2,37,7.0014,1,2,5
1/7/2014 17:00,0,1,8.2,37,0,1,2,4
1/7/2014 18:00,0,1,8.2,40,2.57,1,1,6
1/7/2014 19:00,0,1,6.56,55,2.57,1,1,4
1/7/2014 20:00,0,1,7.38,47,4.0015,1,1,3
1/7/2014 21:00,0,1,7.38,47,5.9981,1,1,2
1/7/2014 22:00,0,1,7.38,43,7.0014,1,2,3
1/7/2014 23:00,0,1,7.38,51,7.0014,1,2,2
1/8/2014 00:00,0,0,7.38,51,7.0014,1,2,2
1/8/2014 01:00,0,0,7.38,55,2.57,1,2,1
1/8/2014 02:00,0,0,7.38,55,0,1,2,1
1/8/2014 03:00,0,0,7.38,55,7.0014,1,3,1
1/8/2014 04:00,0,0,7.38,55,7.0014,1,3,1
1/8/2014 05:00,0,0,6.56,74,7.0014,1,2,1
1/8/2014 06:00,0,0,6.56,74,7.0014,1,2,1
1/8/2014 07:00,0,0,6.56,74,4.0015,1,2,1
1/8/2014 08:00,0,0,6.56,93,4.0015,1,3,1
1/8/2014 09:00,0,0,6.56,93,4.0015,1,3,1
1/8/2014 10:00,0,0,7.38,80,7.0014,1,2,4
1/8/2014 11:00,0,0,8.2,69,26.0027,1,2,5
1/8/2014 12:00,0,0,8.2,59,23.9994,1,2,15
1/8/2014 13:00,0,0,8.2,44,22.0028,1,1,7
1/8/2014 14:00,0,0,8.2,32,32.9975,1,1,7
1/8/2014 15:00,0,0,8.2,32,30.0026,1,1,6
1/8/2014 16:00,0,0,7.38,29,30.0026,1,1,6
1/8/2014 17:00,0,0,6.56,37,36.9974,1,1,6
1/8/2014 18:00,0,0,5.74,39,20,1,1,4
1/8/2014 19:00,0,0,5.74,36,16.9979,1,1,2
1/8/2014 20:00,0,0,4.92,36,16.9979,1,1,2
1/8/2014 21:00,0,0,4.92,39,23.9994,1,1,15
1/8/2014 22:00,0,0,4.92,36,26.0027,1,1,3
1/8/2014 23:00,0,0,4.1,39,30.0026,1,1,2
1/9/2014 00:00,0,0,4.1,42,26.0027,1,1,2
1/9/2014 01:00,0,0,4.1,42,31.0009,1,1,2
1/9/2014 02:00,0,0,4.1,46,31.0009,1,1,2
1/9/2014 03:00,0,0,4.1,46,27.9993,1,1,1
1/9/2014 04:00,0,0,3.28,53,9.998,1,1,1
1/9/2014 05:00,0,0,3.28,53,9.998,1,1,1
1/9/2014 06:00,0,0,4.1,49,19.0012,1,1,1
1/9/2014 07:00,0,0,3.28,53,9.998,1,1,1
1/9/2014 08:00,0,0,4.1,49,19.0012,1,1,1
1/9/2014 09:00,0,0,4.92,46,35.0008,1,1,2
1/9/2014 10:00,0,0,5.74,43,26.0027,1,1,3
1/9/2014 11:00,0,0,6.56,40,35.0008,1,1,4
1/9/2014 12:00,0,0,7.38,37,30.0026,1,1,6
1/9/2014 13:00,0,0,8.2,34,30.0026,1,1,6
1/9/2014 14:00,0,0,9.02,32,31.0009,1,1,6
1/9/2014 15:00,0,0,9.02,35,23.9994,1,1,15
1/9/2014 16:00,0,0,8.2,34,30.0026,1,1,7
1/9/2014 17:00,0,0,7.38,37,26.0027,1,1,5
1/9/2014 18:00,0,0,6.56,40,22.0028,1,1,3
1/9/2014 19:00,0,0,6.56,43,22.0028,1,1,3
1/9/2014 20:00,0,0,5.74,46,16.9979,1,1,3
1/9/2014 21:00,0,0,5.74,46,27.9993,1,1,2
1/9/2014 22:00,0,0,5.74,46,20,1,1,2
1/9/2014 23:00,0,0,4.92,50,9.998,1,1,1
1/10/2014 00:00,0,1,4.92,50,19.0012,1,1,1
1/10/2014 01:00,0,1,4.92,50,19.0012,1,1,1
1/10/2014 02:00,0,1,4.92,50,13.0013,1,1,1
1/10/2014 03:00,0,1,4.92,50,13.0013,1,1,1
1/10/2014 04:00,0,1,4.1,54,5.9981,1,1,1
1/10/2014 05:00,0,1,4.1,54,16.9979,1,1,1
1/10/2014 06:00,0,1,4.92,50,19.0012,1,1,3
1/10/2014 07:00,0,1,4.92,50,13.0013,1,1,5
1/10/2014 08:00,0,1,4.92,50,19.0012,1,2,12
1/10/2014 09:00,0,1,5.74,50,16.9979,1,2,6
1/10/2014 10:00,0,1,5.74,50,20,1,2,3
1/10/2014 11:00,0,1,6.56,47,19.0012,1,2,2
1/10/2014 12:00,0,1,8.2,40,19.0012,1,2,4
1/10/2014 13:00,0,1,8.2,40,19.0012,1,2,4
1/10/2014 14:00,0,1,8.2,40,13.0013,1,2,3
1/10/2014 15:00,0,1,8.2,40,13.0013,1,2,3
1/10/2014 16:00,0,1,8.2,40,5.9981,1,1,4
1/10/2014 17:00,0,1,8.2,40,4.0015,1,1,8
1/10/2014 18:00,0,1,8.2,40,13.0013,1,1,9
1/10/2014 19:00,0,1,6.56,47,7.0014,1,1,6
1/10/2014 20:00,0,1,6.56,50,7.0014,1,1,5
1/10/2014 21:00,0,1,5.74,59,9.998,1,1,3
1/10/2014 22:00,0,1,5.74,59,7.0014,1,1,2
1/10/2014 23:00,0,1,5.74,59,7.0014,1,1,2
1/11/2014 00:00,0,1,5.74,59,4.0015,1,1,1
1/11/2014 01:00,0,1,5.74,59,7.0014,1,1,1
1/11/2014 02:00,0,1,6.56,55,9.998,1,2,1
1/11/2014 05:00,0,1,6.56,55,5.9981,1,2,1
1/11/2014 06:00,0,1,6.56,55,5.9981,1,2,2
1/11/2014 07:00,0,1,6.56,55,0,1,2,2
1/11/2014 08:00,0,1,7.38,51,2.57,1,2,9
1/11/2014 09:00,0,1,7.38,51,7.0014,1,2,7
1/11/2014 10:00,0,1,8.2,51,7.0014,1,2,4
1/11/2014 11:00,0,1,8.2,47,5.9981,1,2,2
1/11/2014 12:00,0,1,8.2,51,4.0015,1,2,3
1/11/2014 13:00,0,1,8.2,59,2.57,1,2,3
1/11/2014 14:00,0,1,8.2,59,2.57,1,2,3
1/11/2014 15:00,0,1,6.56,80,2.57,1,2,2
1/11/2014 16:00,0,1,6.56,86,13.0013,1,2,5
1/11/2014 17:00,0,1,6.56,86,13.0013,1,2,8
1/11/2014 18:00,0,1,6.56,93,4.0015,1,3,5
1/11/2014 19:00,0,1,6.56,93,0,1,3,2
1/11/2014 20:00,0,1,6.56,93,9.998,1,3,3
1/11/2014 21:00,0,1,6.56,86,2.57,1,3,1
1/11/2014 22:00,0,1,6.56,93,4.0015,1,3,2
1/11/2014 23:00,0,1,6.56,93,2.57,1,3,1
1/12/2014 00:00,0,1,6.56,86,2.57,1,2,1
1/12/2014 01:00,0,1,6.56,86,4.0015,1,2,1
1/12/2014 02:00,0,1,5.74,86,5.9981,1,1,1
1/12/2014 05:00,0,1,5.74,86,7.0014,1,1,1
1/12/2014 06:00,0,1,4.92,93,5.9981,1,1,1
1/12/2014 07:00,0,1,5.74,69,5.9981,1,1,3
1/12/2014 08:00,0,1,6.56,59,7.0014,1,1,7
1/12/2014 09:00,0,1,6.56,59,22.0028,1,1,6
1/12/2014 10:00,0,1,7.38,55,13.0013,1,1,3
1/12/2014 11:00,0,1,8.2,51,26.0027,1,1,3
1/12/2014 12:00,0,1,8.2,47,39.0007,1,1,6
1/12/2014 13:00,0,1,9.02,44,23.9994,1,1,15
1/12/2014 14:00,0,1,8.2,47,22.0028,1,1,3
1/12/2014 15:00,0,1,8.2,47,27.9993,1,1,4
1/12/2014 16:00,0,1,9.02,44,22.0028,1,1,5
1/12/2014 17:00,0,1,8.2,47,23.9994,1,1,15
1/12/2014 18:00,0,1,8.2,47,35.0008,1,1,10
1/12/2014 19:00,0,1,7.38,47,27.9993,1,1,6
1/12/2014 20:00,0,1,6.56,50,22.0028,1,1,4
1/12/2014 21:00,0,1,6.56,55,22.0028,1,1,4
1/12/2014 22:00,0,1,6.56,55,30.0026,1,1,3
1/12/2014 23:00,0,1,5.74,59,27.9993,1,1,2
1/13/2014 00:00,0,1,5.74,59,19.0012,1,1,1
1/13/2014 01:00,0,1,5.74,50,19.0012,1,1,1
1/13/2014 02:00,0,1,5.74,50,23.9994,1,1,15
1/13/2014 03:00,0,1,5.74,50,22.0028,1,1,1
1/13/2014 04:00,0,1,5.74,50,16.9979,1,1,1
1/13/2014 05:00,0,1,5.74,50,20,1,1,1
1/13/2014 06:00,0,1,4.92,54,5.9981,1,1,2
1/13/2014 07:00,0,1,4.92,54,5.9981,1,1,4
1/13/2014 08:00,0,1,5.74,50,9.998,1,1,12
1/13/2014 09:00,0,1,5.74,50,22.0028,1,1,9
1/13/2014 10:00,0,1,6.56,50,23.9994,1,2,15
1/13/2014 11:00,0,1,8.2,44,30.0026,1,2,3
1/13/2014 12:00,0,1,8.2,44,27.9993,1,1,4
1/13/2014 13:00,0,1,9.02,41,30.0026,1,1,6
1/13/2014 14:00,0,1,9.02,41,26.0027,1,1,3
1/13/2014 15:00,0,1,9.84,38,20,1,1,4
1/13/2014 16:00,0,1,9.84,38,23.9994,1,1,15
1/13/2014 17:00,0,1,8.2,40,19.0012,1,1,11
1/13/2014 18:00,0,1,8.2,40,22.0028,1,1,9
1/13/2014 19:00,0,1,6.56,47,16.9979,1,1,6
1/13/2014 20:00,0,1,6.56,47,13.0013,1,1,4
1/13/2014 21:00,0,1,5.74,46,20,1,1,3
1/13/2014 22:00,0,1,5.74,46,22.0028,1,1,2
1/13/2014 23:00,0,1,4.92,50,9.998,1,1,2
1/14/2014 00:00,0,1,4.92,50,9.998,1,1,2
1/14/2014 01:00,0,1,4.1,54,7.0014,1,1,1
1/14/2014 02:00,0,1,4.1,54,5.9981,1,1,1
1/14/2014 03:00,0,1,4.1,54,4.0015,1,1,1
1/14/2014 05:00,0,1,4.1,54,2.57,1,1,1
1/14/2014 06:00,0,1,4.1,54,0,1,1,1
1/14/2014 07:00,0,1,4.1,74,7.0014,1,1,4
1/14/2014 08:00,0,1,4.92,68,0,1,1,4
1/14/2014 09:00,0,1,5.74,69,5.9981,1,1,6
1/14/2014 10:00,0,1,7.38,55,9.998,1,1,3
1/14/2014 11:00,0,1,7.38,51,19.0012,1,1,4
1/14/2014 12:00,0,1,8.2,44,16.9979,1,1,5
1/14/2014 13:00,0,1,9.02,37,26.0027,1,1,5
1/14/2014 14:00,0,1,9.02,41,19.0012,1,1,5
1/14/2014 15:00,0,1,9.84,38,7.0014,1,1,4
1/14/2014 16:00,0,1,9.02,41,4.0015,1,1,4
1/14/2014 17:00,0,1,9.02,41,7.0014,1,1,9
1/14/2014 18:00,0,1,8.2,47,0,1,1,3
1/14/2014 19:00,0,1,6.56,59,2.57,1,1,4
1/14/2014 20:00,0,1,7.38,59,0,1,1,2
1/14/2014 21:00,0,1,6.56,69,0,1,1,2
1/14/2014 22:00,0,1,6.56,69,0,1,2,1
1/14/2014 23:00,0,1,7.38,55,0,1,2,1
1/15/2014 00:00,0,0,7.38,55,0,1,1,1
1/15/2014 01:00,0,0,6.56,59,2.57,1,2,1
1/15/2014 02:00,0,0,6.56,59,2.57,1,2,1
1/15/2014 03:00,0,0,6.56,59,0,1,2,1
1/15/2014 04:00,0,0,6.56,59,0,1,2,1
1/15/2014 05:00,0,0,6.56,59,0,1,1,1
1/15/2014 06:00,0,0,5.74,63,4.0015,1,1,1
1/15/2014 07:00,0,0,5.74,63,0,1,1,1
1/15/2014 08:00,0,0,5.74,63,5.9981,1,1,2
1/15/2014 09:00,0,0,6.56,64,5.9981,1,1,2
1/15/2014 10:00,0,0,7.38,59,7.0014,1,1,4
1/15/2014 11:00,0,0,8.2,55,13.0013,1,1,5
1/15/2014 12:00,0,0,9.84,48,13.0013,1,1,6
1/15/2014 13:00,0,0,11.48,38,20,1,1,7
1/15/2014 14:00,0,0,12.3,39,19.0012,1,1,8
1/15/2014 15:00,0,0,13.12,36,9.998,1,2,8
1/15/2014 16:00,0,0,13.94,34,9.998,1,2,8
1/15/2014 17:00,0,0,13.12,36,19.0012,1,2,6
1/15/2014 18:00,0,0,12.3,45,16.9979,1,2,6
1/15/2014 19:00,0,0,13.12,39,16.9979,1,2,5
1/15/2014 20:00,0,0,13.12,39,16.9979,1,2,3
1/15/2014 21:00,0,0,13.12,39,13.0013,1,2,4
1/15/2014 22:00,0,0,12.3,42,4.0015,1,2,2
1/15/2014 23:00,0,0,12.3,45,19.0012,1,1,3
1/16/2014 00:00,0,0,10.66,56,0,1,1,1
1/16/2014 01:00,0,0,10.66,56,5.9981,1,1,2
1/16/2014 02:00,0,0,10.66,56,2.57,1,1,1
1/16/2014 03:00,0,0,9.02,69,0,1,1,1
1/16/2014 04:00,0,0,10.66,56,7.0014,1,1,1
1/16/2014 05:00,0,0,10.66,56,7.0014,1,2,1
1/16/2014 06:00,0,0,10.66,56,7.0014,1,2,1
1/16/2014 07:00,0,0,9.84,56,20,1,2,1
1/16/2014 08:00,0,0,9.02,55,19.0012,1,1,2
1/16/2014 09:00,0,0,9.02,51,16.9979,1,1,3
1/16/2014 10:00,0,0,9.02,51,19.0012,1,1,5
1/16/2014 11:00,0,0,9.84,44,16.9979,1,1,6
1/16/2014 12:00,0,0,9.84,41,19.0012,1,1,7
1/16/2014 13:00,0,0,10.66,35,20,1,1,8
1/16/2014 14:00,0,0,11.48,36,16.9979,1,1,6
1/16/2014 15:00,0,0,10.66,38,16.9979,1,1,7
1/16/2014 16:00,0,0,9.84,38,13.0013,1,1,6
1/16/2014 17:00,0,0,9.02,37,16.9979,1,1,7
1/16/2014 18:00,0,0,8.2,40,7.0014,1,1,4
1/16/2014 19:00,0,0,7.38,47,5.9981,1,1,4
1/16/2014 20:00,0,0,7.38,47,7.0014,1,1,4
1/16/2014 21:00,0,0,7.38,51,7.0014,1,1,2
1/16/2014 22:00,0,0,8.2,49,5.9981,1,2,2
1/16/2014 23:00,0,0,8.2,40,4.0015,1,2,1
1/17/2014 00:00,1,0,8.2,47,13.0013,1,2,2
1/17/2014 01:00,1,0,8.2,44,9.998,1,2,2
1/17/2014 02:00,1,0,7.38,43,16.9979,1,2,1
1/17/2014 03:00,1,0,7.38,43,9.998,1,2,1
1/17/2014 04:00,1,0,7.38,43,5.9981,1,2,1
1/17/2014 05:00,1,0,7.38,43,7.0014,1,2,1
1/17/2014 06:00,1,0,7.38,43,9.998,1,2,1
1/17/2014 07:00,1,0,6.56,50,5.9981,1,2,1
1/17/2014 08:00,1,0,6.56,47,13.0013,1,2,3
1/17/2014 09:00,1,0,6.56,47,13.0013,1,2,3
1/17/2014 10:00,1,0,6.56,50,16.9979,1,2,4
1/17/2014 11:00,1,0,6.56,55,9.998,1,2,4
1/17/2014 12:00,1,0,7.38,47,5.9981,1,2,4
1/17/2014 13:00,1,0,7.38,47,5.9981,1,2,5
1/17/2014 14:00,1,0,7.38,43,4.0015,1,2,4
1/17/2014 15:00,1,0,8.2,47,7.0014,1,2,6
1/17/2014 16:00,1,0,8.2,47,7.0014,1,2,5
1/17/2014 17:00,1,0,8.2,51,9.998,1,1,5
1/17/2014 18:00,1,0,7.38,55,16.9979,1,2,6
1/17/2014 19:00,1,0,7.38,59,9.998,1,3,4
1/17/2014 20:00,1,0,6.56,80,9.998,1,3,3
1/17/2014 21:00,1,0,6.56,80,9.998,1,3,2
1/17/2014 22:00,1,0,5.74,93,16.9979,1,3,2
1/17/2014 23:00,1,0,6.56,86,19.0012,1,3,1
1/18/2014 12:00,0,1,8.2,86,22.0028,1,2,1
1/18/2014 13:00,0,1,8.2,86,13.0013,1,2,2
1/18/2014 14:00,0,1,9.02,80,7.0014,1,2,2
1/18/2014 15:00,0,1,9.02,87,7.0014,1,2,3
1/18/2014 16:00,0,1,9.02,87,9.998,1,2,4
1/18/2014 17:00,0,1,9.02,82,9.998,1,2,8
1/18/2014 18:00,0,1,9.02,80,7.0014,1,2,8
1/18/2014 19:00,0,1,9.02,80,5.9981,1,2,5
1/18/2014 20:00,0,1,9.02,87,0,1,2,2
1/18/2014 21:00,0,1,9.02,93,4.0015,1,2,3
1/18/2014 22:00,0,1,9.02,93,2.57,1,2,2
1/18/2014 23:00,0,1,9.02,93,0,1,2,1
1/19/2014 00:00,0,1,9.02,93,0,1,2,1
1/19/2014 01:00,0,1,9.02,93,5.9981,1,3,1
1/19/2014 02:00,0,1,9.02,93,5.9981,1,3,1
1/19/2014 04:00,0,1,9.02,93,5.9981,1,3,1
1/19/2014 05:00,0,1,9.02,93,2.57,1,2,1
1/19/2014 06:00,0,1,9.02,93,2.57,1,2,2
1/19/2014 07:00,0,1,9.84,92,4.0015,1,2,4
1/19/2014 08:00,0,1,9.84,93,4.0015,1,2,9
1/19/2014 09:00,0,1,9.84,93,4.0015,1,2,5
1/19/2014 10:00,0,1,10.66,93,5.9981,1,2,3
1/19/2014 11:00,0,1,11.48,87,2.57,1,2,3
1/19/2014 12:00,0,1,12.3,81,2.57,1,2,3
1/19/2014 13:00,0,1,16.4,62,19.0012,1,1,5
1/19/2014 14:00,0,1,16.4,58,16.9979,1,1,5
1/19/2014 15:00,0,1,16.4,54,19.0012,1,1,6
1/19/2014 16:00,0,1,15.58,58,26.0027,1,1,7
1/19/2014 17:00,0,1,14.76,57,22.0028,1,1,12
1/19/2014 18:00,0,1,13.94,61,19.0012,1,1,11
1/19/2014 19:00,0,1,13.12,57,27.9993,1,1,8
1/19/2014 20:00,0,1,13.12,49,20,1,1,5
1/19/2014 21:00,0,1,13.12,49,27.9993,1,1,4
1/19/2014 22:00,0,1,12.3,52,7.0014,1,1,4
1/19/2014 23:00,0,1,12.3,52,31.0009,1,1,2
1/20/2014 00:00,0,1,18.04,38,19.0012,1,1,3
1/20/2014 01:00,0,1,18.04,41,19.0012,1,1,1
1/20/2014 02:00,0,1,18.04,44,19.0012,1,1,1
1/20/2014 03:00,0,1,18.04,44,9.998,1,1,1
1/20/2014 04:00,0,1,16.4,50,7.0014,1,1,1
1/20/2014 05:00,0,1,16.4,50,7.0014,1,1,2
1/20/2014 06:00,0,1,16.4,54,7.0014,1,3,4
1/20/2014 07:00,0,1,15.58,62,2.57,1,3,9
1/20/2014 08:00,0,1,14.76,73,4.0015,1,3,23
1/20/2014 09:00,0,1,14.76,71,9.998,1,2,16
1/20/2014 10:00,0,1,16.4,62,5.9981,1,1,7
1/20/2014 11:00,0,1,16.4,58,7.0014,1,1,8
1/20/2014 12:00,0,1,18.04,54,4.0015,1,1,8
